ID,Sex,Height,Weight,feet,inches,height,weight,bmi
A70269,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
A70294,Male,5 ft. 07 in.,158 lbs.,5,7,67,158,24.74
A70296,Male,5 ft. 08 in.,181 lbs.,5,8,68,181,27.52
A70343,Male,5 ft. 11 in.,215 lbs.,5,11,71,215,29.98
A70453,Male,5 ft. 09 in.,221 lbs.,5,9,69,221,32.63
A70454,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
A70470,Male,5 ft. 09 in.,220 lbs.,5,9,69,220,32.48
A70481,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
A70554,Male,5 ft. 10 in.,155 lbs.,5,10,70,155,22.24
A70562,Male,6 ft. 01 in.,271 lbs.,6,1,73,271,35.75
A70571,Male,6 ft. 00 in.,202 lbs.,6,0,72,202,27.39
A70631,Male,5 ft. 10 in.,273 lbs.,5,10,70,273,39.17
A70646,Male,5 ft. 04 in.,176 lbs.,5,4,64,176,30.21
A70703,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
A70723,Male,5 ft. 09 in.,205 lbs.,5,9,69,205,30.27
A70764,Male,5 ft. 06 in.,178 lbs.,5,6,66,178,28.73
A70777,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
A70866,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
A70869,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
A70889,Male,5 ft. 03 in.,125 lbs.,5,3,63,125,22.14
A70902,Male,5 ft. 08 in.,231 lbs.,5,8,68,231,35.12
A70905,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
A70975,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
A70978,Male,5 ft. 10 in.,186 lbs.,5,10,70,186,26.69
A70983,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
A70987,Male,5 ft. 09 in.,177 lbs.,5,9,69,177,26.14
A70990,Male,6 ft. 00 in.,175 lbs.,6,0,72,175,23.73
A70998,Male,5 ft. 11 in.,164 lbs.,5,11,71,164,22.87
A71068,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
A71082,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
A71170,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
A71250,Male,6 ft. 00 in.,199 lbs.,6,0,72,199,26.99
A71259,Male,6 ft. 00 in.,135 lbs.,6,0,72,135,18.31
A71264,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
A71281,Male,6 ft. 00 in.,176 lbs.,6,0,72,176,23.87
A71350,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
A71362,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
A71429,Male,6 ft. 02 in.,210 lbs.,6,2,74,210,26.96
A71437,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
A71467,Male,5 ft. 11 in.,285 lbs.,5,11,71,285,39.75
A71517,Male,6 ft. 00 in.,215 lbs.,6,0,72,215,29.16
A71530,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
A71537,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
A71641,Male,6 ft. 00 in.,202 lbs.,6,0,72,202,27.39
A71662,Male,5 ft. 11 in.,265 lbs.,5,11,71,265,36.96
A71709,Male,6 ft. 01 in.,187 lbs.,6,1,73,187,24.67
A71724,Male,6 ft. 00 in.,230 lbs.,6,0,72,230,31.19
A71739,Male,5 ft. 11 in.,325 lbs.,5,11,71,325,45.32
A71810,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A71812,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
A71818,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A71904,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
A71978,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
A72030,Male,6 ft. 00 in.,201 lbs.,6,0,72,201,27.26
A72037,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
A72063,Male,5 ft. 11 in.,162 lbs.,5,11,71,162,22.59
A72077,Male,5 ft. 08 in.,195 lbs.,5,8,68,195,29.65
A72086,Male,6 ft. 01 in.,225 lbs.,6,1,73,225,29.68
A72098,Male,5 ft. 06 in.,230 lbs.,5,6,66,230,37.12
A72103,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
A72120,Male,5 ft. 09 in.,198 lbs.,5,9,69,198,29.24
A72149,Male,5 ft. 09 in.,148 lbs.,5,9,69,148,21.85
A72159,Male,5 ft. 11 in.,168 lbs.,5,11,71,168,23.43
A72194,Male,5 ft. 10 in.,177 lbs.,5,10,70,177,25.39
A72308,Male,5 ft. 06 in.,170 lbs.,5,6,66,170,27.44
A72318,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
A72335,Male,5 ft. 11 in.,240 lbs.,5,11,71,240,33.47
A72502,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
A72503,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
A72531,Male,5 ft. 05 in.,124 lbs.,5,5,65,124,20.63
A72590,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
A72640,Male,5 ft. 08 in.,219 lbs.,5,8,68,219,33.30
A72649,Male,6 ft. 03 in.,273 lbs.,6,3,75,273,34.12
A72655,Male,5 ft. 08 in.,158 lbs.,5,8,68,158,24.02
A72676,Male,5 ft. 11 in.,147 lbs.,5,11,71,147,20.50
A72823,Male,5 ft. 08 in.,162 lbs.,5,8,68,162,24.63
A72830,Male,5 ft. 06 in.,151 lbs.,5,6,66,151,24.37
A72918,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
A72922,Male,5 ft. 06 in.,120 lbs.,5,6,66,120,19.37
A72965,Male,5 ft. 10 in.,172 lbs.,5,10,70,172,24.68
A73023,Male,5 ft. 05 in.,210 lbs.,5,5,65,210,34.94
A73059,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
A73078,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
A73099,Male,5 ft. 08 in.,167 lbs.,5,8,68,167,25.39
A73174,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
A73184,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
A73193,Male,5 ft. 08 in.,178 lbs.,5,8,68,178,27.06
A73254,Male,5 ft. 05 in.,162 lbs.,5,5,65,162,26.96
A73327,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
A73335,Male,5 ft. 07 in.,163 lbs.,5,7,67,163,25.53
A73403,Male,5 ft. 09 in.,163 lbs.,5,9,69,163,24.07
A73437,Male,6 ft. 02 in.,250 lbs.,6,2,74,250,32.09
A73452,Male,6 ft. 02 in.,232 lbs.,6,2,74,232,29.78
A73489,Male,6 ft. 00 in.,162 lbs.,6,0,72,162,21.97
A73498,Male,5 ft. 09 in.,230 lbs.,5,9,69,230,33.96
A73504,Male,6 ft. 00 in.,166 lbs.,6,0,72,166,22.51
A73555,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
A73587,Male,5 ft. 09 in.,198 lbs.,5,9,69,198,29.24
A73626,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
A73639,Male,5 ft. 11 in.,230 lbs.,5,11,71,230,32.07
A73673,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
A73679,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
A73734,Male,5 ft. 05 in.,125 lbs.,5,5,65,125,20.80
A73738,Male,5 ft. 11 in.,271 lbs.,5,11,71,271,37.79
A73756,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
A73764,Male,5 ft. 08 in.,203 lbs.,5,8,68,203,30.86
A73769,Male,5 ft. 09 in.,217 lbs.,5,9,69,217,32.04
A73818,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A73846,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
A73865,Male,6 ft. 00 in.,165 lbs.,6,0,72,165,22.38
A73943,Male,5 ft. 10 in.,171 lbs.,5,10,70,171,24.53
A74022,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
A74048,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
A74099,Male,5 ft. 08 in.,158 lbs.,5,8,68,158,24.02
A74128,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
A74131,Male,5 ft. 06 in.,185 lbs.,5,6,66,185,29.86
A74146,Male,6 ft. 04 in.,222 lbs.,6,4,76,222,27.02
A74207,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
A74211,Male,5 ft. 06 in.,145 lbs.,5,6,66,145,23.40
A74220,Male,5 ft. 09 in.,132 lbs.,5,9,69,132,19.49
A76000,Male,5 ft. 08 in.,177 lbs.,5,8,68,177,26.91
A76082,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
A76086,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
A76117,Male,5 ft. 08 in.,235 lbs.,5,8,68,235,35.73
A76118,Male,5 ft. 05 in.,163 lbs.,5,5,65,163,27.12
A76140,Male,5 ft. 11 in.,240 lbs.,5,11,71,240,33.47
A76273,Male,5 ft. 09 in.,171 lbs.,5,9,69,171,25.25
A76278,Male,6 ft. 00 in.,218 lbs.,6,0,72,218,29.56
A76285,Male,5 ft. 03 in.,150 lbs.,5,3,63,150,26.57
A76333,Male,5 ft. 09 in.,198 lbs.,5,9,69,198,29.24
A77022,Female,5 ft. 06 in.,220 lbs.,5,6,66,220,35.51
A77227,Female,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
A77521,Male,6 ft. 02 in.,239 lbs.,6,2,74,239,30.68
A77551,Male,5 ft. 11 in.,197 lbs.,5,11,71,197,27.47
A77585,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A77600,Male,5 ft. 10 in.,212 lbs.,5,10,70,212,30.42
A77652,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
A77719,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
A77744,Male,6 ft. 00 in.,156 lbs.,6,0,72,156,21.16
A77821,Male,6 ft. 03 in.,205 lbs.,6,3,75,205,25.62
A77854,Male,5 ft. 07 in.,152 lbs.,5,7,67,152,23.80
A77883,Male,5 ft. 06 in.,185 lbs.,5,6,66,185,29.86
A77912,Male,5 ft. 04 in.,210 lbs.,5,4,64,210,36.04
A77947,Male,5 ft. 10 in.,163 lbs.,5,10,70,163,23.39
A78002,Male,5 ft. 11 in.,163 lbs.,5,11,71,163,22.73
A78024,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
A78072,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
A78111,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
A78128,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A78222,Male,6 ft. 04 in.,179 lbs.,6,4,76,179,21.79
A78301,Male,5 ft. 07 in.,168 lbs.,5,7,67,168,26.31
A78306,Male,5 ft. 05 in.,127 lbs.,5,5,65,127,21.13
A78488,Male,5 ft. 11 in.,206 lbs.,5,11,71,206,28.73
A78522,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
A78639,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
A80047,Male,5 ft. 11 in.,140 lbs.,5,11,71,140,19.52
A80048,Male,6 ft. 02 in.,194 lbs.,6,2,74,194,24.91
A80094,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
A80123,Male,6 ft. 00 in.,240 lbs.,6,0,72,240,32.55
A80131,Male,6 ft. 02 in.,165 lbs.,6,2,74,165,21.18
A80144,Male,5 ft. 05 in.,134 lbs.,5,5,65,134,22.30
A80194,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
A80196,Male,5 ft. 11 in.,201 lbs.,5,11,71,201,28.03
A80201,Male,5 ft. 06 in.,208 lbs.,5,6,66,208,33.57
A80204,Male,6 ft. 01 in.,170 lbs.,6,1,73,170,22.43
A80212,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
A80215,Male,6 ft. 05 in.,158 lbs.,6,5,77,158,18.73
A80221,Male,5 ft. 08 in.,225 lbs.,5,8,68,225,34.21
A80227,Male,6 ft. 00 in.,187 lbs.,6,0,72,187,25.36
A80252,Male,5 ft. 08 in.,240 lbs.,5,8,68,240,36.49
A80254,Male,6 ft. 00 in.,208 lbs.,6,0,72,208,28.21
A80264,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A80282,Male,5 ft. 09 in.,256 lbs.,5,9,69,256,37.80
A80358,Male,6 ft. 00 in.,186 lbs.,6,0,72,186,25.22
A80360,Male,5 ft. 09 in.,274 lbs.,5,9,69,274,40.46
A80442,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
A80477,Male,6 ft. 00 in.,195 lbs.,6,0,72,195,26.44
A80517,Male,5 ft. 09 in.,206 lbs.,5,9,69,206,30.42
A80528,Male,5 ft. 09 in.,202 lbs.,5,9,69,202,29.83
A80529,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A80533,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
A80568,Male,5 ft. 10 in.,222 lbs.,5,10,70,222,31.85
A80609,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
A80610,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
A80640,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
A80665,Male,6 ft. 02 in.,185 lbs.,6,2,74,185,23.75
A80693,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
A80710,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A80761,Male,6 ft. 02 in.,230 lbs.,6,2,74,230,29.53
A80811,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
A80814,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
A80820,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
A80824,Male,5 ft. 04 in.,130 lbs.,5,4,64,130,22.31
A80834,Male,6 ft. 01 in.,184 lbs.,6,1,73,184,24.27
A80888,Male,6 ft. 02 in.,187 lbs.,6,2,74,187,24.01
A80915,Male,6 ft. 02 in.,239 lbs.,6,2,74,239,30.68
A80929,Male,5 ft. 09 in.,176 lbs.,5,9,69,176,25.99
A81024,Male,5 ft. 10 in.,174 lbs.,5,10,70,174,24.96
A81091,Male,5 ft. 09 in.,162 lbs.,5,9,69,162,23.92
A81099,Male,5 ft. 11 in.,158 lbs.,5,11,71,158,22.03
A81100,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
A81126,Male,5 ft. 05 in.,140 lbs.,5,5,65,140,23.29
A81135,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
A81170,Male,6 ft. 01 in.,189 lbs.,6,1,73,189,24.93
A81241,Male,5 ft. 08 in.,174 lbs.,5,8,68,174,26.45
A81377,Male,5 ft. 07 in.,147 lbs.,5,7,67,147,23.02
A81381,Male,5 ft. 07 in.,220 lbs.,5,7,67,220,34.45
A81401,Male,5 ft. 11 in.,172 lbs.,5,11,71,172,23.99
A81442,Male,5 ft. 07 in.,205 lbs.,5,7,67,205,32.10
A81444,Male,5 ft. 09 in.,157 lbs.,5,9,69,157,23.18
A81457,Male,5 ft. 06 in.,178 lbs.,5,6,66,178,28.73
A81553,Male,5 ft. 05 in.,240 lbs.,5,5,65,240,39.93
A81563,Male,6 ft. 01 in.,230 lbs.,6,1,73,230,30.34
A81574,Male,5 ft. 09 in.,220 lbs.,5,9,69,220,32.48
A81630,Male,5 ft. 05 in.,136 lbs.,5,5,65,136,22.63
A81636,Male,6 ft. 03 in.,330 lbs.,6,3,75,330,41.24
A81692,Male,5 ft. 05 in.,180 lbs.,5,5,65,180,29.95
A81704,Male,5 ft. 08 in.,168 lbs.,5,8,68,168,25.54
A81716,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
A81754,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
A81775,Male,5 ft. 06 in.,190 lbs.,5,6,66,190,30.66
A81779,Male,6 ft. 02 in.,187 lbs.,6,2,74,187,24.01
A81783,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
A81795,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A81804,Male,5 ft. 10 in.,195 lbs.,5,10,70,195,27.98
A81808,Male,5 ft. 05 in.,180 lbs.,5,5,65,180,29.95
A81811,Male,5 ft. 11 in.,194 lbs.,5,11,71,194,27.05
A81855,Male,5 ft. 10 in.,197 lbs.,5,10,70,197,28.26
A81889,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
A81893,Male,6 ft. 01 in.,172 lbs.,6,1,73,172,22.69
A81921,Male,5 ft. 11 in.,205 lbs.,5,11,71,205,28.59
A81938,Male,6 ft. 00 in.,167 lbs.,6,0,72,167,22.65
A81968,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
A81991,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
A82017,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
A82077,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A82091,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
A82092,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
A82169,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
A82170,Male,5 ft. 04 in.,140 lbs.,5,4,64,140,24.03
A82180,Male,5 ft. 06 in.,165 lbs.,5,6,66,165,26.63
A82195,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
A82197,Male,5 ft. 10 in.,199 lbs.,5,10,70,199,28.55
A82254,Male,5 ft. 10 in.,174 lbs.,5,10,70,174,24.96
A82291,Male,6 ft. 05 in.,214 lbs.,6,5,77,214,25.37
A82300,Male,5 ft. 11 in.,191 lbs.,5,11,71,191,26.64
A82318,Male,5 ft. 08 in.,220 lbs.,5,8,68,220,33.45
A82333,Male,5 ft. 06 in.,206 lbs.,5,6,66,206,33.25
A82357,Male,6 ft. 01 in.,316 lbs.,6,1,73,316,41.69
A82405,Male,5 ft. 06 in.,199 lbs.,5,6,66,199,32.12
A82455,Male,5 ft. 08 in.,174 lbs.,5,8,68,174,26.45
A82458,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
A82498,Male,5 ft. 08 in.,153 lbs.,5,8,68,153,23.26
A82509,Male,5 ft. 11 in.,177 lbs.,5,11,71,177,24.68
A82547,Male,5 ft. 09 in.,258 lbs.,5,9,69,258,38.10
A82550,Male,5 ft. 11 in.,250 lbs.,5,11,71,250,34.86
A82558,Male,6 ft. 00 in.,208 lbs.,6,0,72,208,28.21
A82579,Male,5 ft. 08 in.,250 lbs.,5,8,68,250,38.01
A82580,Male,6 ft. 02 in.,240 lbs.,6,2,74,240,30.81
A82598,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A82609,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A82642,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
A82721,Male,5 ft. 08 in.,201 lbs.,5,8,68,201,30.56
A82768,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
A82771,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
A82774,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
A82791,Male,5 ft. 08 in.,157 lbs.,5,8,68,157,23.87
A82847,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
A82899,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
A82902,Male,6 ft. 00 in.,140 lbs.,6,0,72,140,18.99
A82903,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
A82914,Male,5 ft. 10 in.,245 lbs.,5,10,70,245,35.15
A82944,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
A82951,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
A82968,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
A82978,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A82981,Male,6 ft. 00 in.,194 lbs.,6,0,72,194,26.31
A82994,Male,6 ft. 04 in.,250 lbs.,6,4,76,250,30.43
A83003,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
A83031,Male,5 ft. 10 in.,230 lbs.,5,10,70,230,33.00
A83037,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
A83069,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
A83084,Male,5 ft. 05 in.,188 lbs.,5,5,65,188,31.28
A83094,Male,5 ft. 11 in.,198 lbs.,5,11,71,198,27.61
A83101,Male,6 ft. 00 in.,220 lbs.,6,0,72,220,29.83
A83118,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A83163,Male,5 ft. 04 in.,180 lbs.,5,4,64,180,30.89
A83165,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
A83166,Male,6 ft. 02 in.,235 lbs.,6,2,74,235,30.17
A83208,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
A83241,Male,5 ft. 05 in.,130 lbs.,5,5,65,130,21.63
A83281,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
A83283,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
A83284,Male,6 ft. 00 in.,202 lbs.,6,0,72,202,27.39
A83293,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
A83302,Male,5 ft. 10 in.,174 lbs.,5,10,70,174,24.96
A83338,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
A83344,Male,5 ft. 09 in.,147 lbs.,5,9,69,147,21.71
A83405,Male,5 ft. 05 in.,155 lbs.,5,5,65,155,25.79
A83427,Male,5 ft. 11 in.,214 lbs.,5,11,71,214,29.84
A83437,Male,5 ft. 06 in.,130 lbs.,5,6,66,130,20.98
A83508,Male,5 ft. 07 in.,140 lbs.,5,7,67,140,21.92
A83550,Male,6 ft. 03 in.,201 lbs.,6,3,75,201,25.12
A83581,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
A83608,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
A83613,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
A83622,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
A83630,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
A83664,Male,5 ft. 07 in.,265 lbs.,5,7,67,265,41.50
A83673,Male,5 ft. 07 in.,223 lbs.,5,7,67,223,34.92
A83677,Male,5 ft. 11 in.,184 lbs.,5,11,71,184,25.66
A83711,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
A83722,Male,5 ft. 06 in.,212 lbs.,5,6,66,212,34.21
A83746,Male,5 ft. 09 in.,229 lbs.,5,9,69,229,33.81
A83748,Male,5 ft. 09 in.,225 lbs.,5,9,69,225,33.22
A83808,Male,6 ft. 01 in.,239 lbs.,6,1,73,239,31.53
A83817,Male,5 ft. 10 in.,245 lbs.,5,10,70,245,35.15
A83822,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A83855,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
A83856,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
A83907,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
A83913,Male,5 ft. 08 in.,208 lbs.,5,8,68,208,31.62
A83946,Male,5 ft. 05 in.,180 lbs.,5,5,65,180,29.95
A85043,Male,5 ft. 06 in.,170 lbs.,5,6,66,170,27.44
A85068,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
A86028,Male,5 ft. 11 in.,218 lbs.,5,11,71,218,30.40
A86063,Male,5 ft. 09 in.,215 lbs.,5,9,69,215,31.75
A86071,Male,5 ft. 10 in.,203 lbs.,5,10,70,203,29.12
A86099,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A86226,Male,5 ft. 09 in.,148 lbs.,5,9,69,148,21.85
A86258,Male,5 ft. 09 in.,250 lbs.,5,9,69,250,36.91
A87092,Female,5 ft. 04 in.,164 lbs.,5,4,64,164,28.15
A87116,Female,5 ft. 03 in.,159 lbs.,5,3,63,159,28.16
A87167,Female,5 ft. 06 in.,182 lbs.,5,6,66,182,29.37
A87592,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
A87634,Male,5 ft. 06 in.,200 lbs.,5,6,66,200,32.28
A87730,Male,5 ft. 08 in.,227 lbs.,5,8,68,227,34.51
A87828,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
A87851,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
A87924,Male,5 ft. 05 in.,130 lbs.,5,5,65,130,21.63
A87981,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
A87996,Male,6 ft. 04 in.,195 lbs.,6,4,76,195,23.73
A88000,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
A88018,Male,6 ft. 03 in.,230 lbs.,6,3,75,230,28.74
A88072,Male,5 ft. 09 in.,183 lbs.,5,9,69,183,27.02
A88090,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
A88099,Male,6 ft. 02 in.,204 lbs.,6,2,74,204,26.19
A88114,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
A88180,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
A88255,Male,5 ft. 08 in.,145 lbs.,5,8,68,145,22.04
A88335,Male,5 ft. 06 in.,148 lbs.,5,6,66,148,23.89
A88425,Male,5 ft. 08 in.,145 lbs.,5,8,68,145,22.04
A88447,Male,5 ft. 09 in.,208 lbs.,5,9,69,208,30.71
A88460,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
A90068,Male,5 ft. 09 in.,162 lbs.,5,9,69,162,23.92
A90087,Male,5 ft. 07 in.,186 lbs.,5,7,67,186,29.13
A90145,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
A90171,Male,6 ft. 03 in.,210 lbs.,6,3,75,210,26.25
A90185,Male,5 ft. 10 in.,205 lbs.,5,10,70,205,29.41
A90240,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
A90249,Male,6 ft. 01 in.,182 lbs.,6,1,73,182,24.01
A90268,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
A90315,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A90333,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
A90344,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
A90392,Male,5 ft. 11 in.,175 lbs.,5,11,71,175,24.40
A90409,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
A90420,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
A90478,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
A90485,Male,5 ft. 11 in.,163 lbs.,5,11,71,163,22.73
A90506,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
A90510,Male,6 ft. 03 in.,116 lbs.,6,3,75,116,14.50
A90532,Male,6 ft. 04 in.,180 lbs.,6,4,76,180,21.91
A90568,Male,5 ft. 02 in.,174 lbs.,5,2,62,174,31.82
A90577,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
A90592,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
A90608,Male,5 ft. 05 in.,223 lbs.,5,5,65,223,37.11
